l_abs_values_converted,l_euclidean_values_converted,w_abs_values_converted,w_euclidean_values_converted,theta_values
5.577464788732394,5.587698677684465,4.901408450704225,5.132020208683597,-3.4682292589171477
6.084507042253521,6.121950515923888,4.901408450704225,5.3044579695127485,6.34019174590991
6.084507042253521,6.198463376076253,4.901408450704225,5.24216194454225,11.003540851749504
6.422535211267606,6.502101654649468,5.23943661971831,5.681488331483361,8.972626614896393
6.422535211267606,6.530595747502532,4.901408450704225,5.005214499705075,10.43747535111818
6.591549295774648,6.611022157388601,5.070422535211268,5.0957115825401695,4.398705354995532
6.422535211267606,6.563319832883695,5.070422535211268,5.115294405776301,-11.888658039627975
6.253521126760563,6.31036215298968,5.23943661971831,5.4557788365866955,-7.696051722016569
6.422535211267606,6.424758695914888,5.070422535211268,5.247608348031557,1.507435758774968
6.422535211267606,6.563319832883695,4.901408450704225,4.973725848866082,11.888658039627975
6.591549295774648,6.626128152308504,5.408450704225352,5.618288497553125,5.856013585428958
6.084507042253521,6.1055972512186285,5.408450704225352,5.77622788415833,-4.763641690726178
6.591549295774648,6.764787412796451,5.23943661971831,5.559510153261473,12.994616791916505
7.267605633802817,7.392313598409816,5.070422535211268,5.115294405776301,10.53918372862823
6.929577464788732,6.948103027975594,5.408450704225352,5.450540449553949,-4.1849161251184155
6.591549295774648,6.804784948461092,5.746478873239436,5.867004492746968,14.381394591090604
6.76056338028169,6.779550801171238,5.577464788732394,5.701564324540732,-4.289153328819018
7.098591549295774,7.148716388469837,5.577464788732394,6.058630421048424,-6.788974574438791
6.929577464788732,6.931638305716015,5.577464788732394,5.701564324540732,1.3971810272963765
6.76056338028169,6.813175561942436,5.746478873239436,6.502101654649468,7.125016348901798
6.929577464788732,7.094566263148852,5.746478873239436,6.152205540237058,12.380756928807177
6.929577464788732,6.980915975683397,5.746478873239436,5.94439618988247,6.952957468173915
7.436619718309859,7.913036559359747,5.746478873239436,6.039741425985004,-19.98310652189998
6.929577464788732,7.060258672970847,6.084507042253521,6.271766303756442,-11.040940180323732
6.929577464788732,7.378776322121602,6.084507042253521,6.362207399904916,-20.095231191904816
7.267605633802817,7.425087088390579,6.084507042253521,6.591549295774648,11.821488340607255
7.098591549295774,7.297025288424643,5.915492957746479,5.975550263548289,13.392497753751098
7.436619718309859,7.626263102655872,6.422535211267606,7.180612660140169,12.804266065286752
7.605633802816901,7.829567203538345,6.253521126760563,6.335210641349176,13.736268305622572
7.943661971830986,8.08799061228534,6.591549295774648,7.190551229132163,10.840305454330565
7.436619718309859,7.558539642252811,6.253521126760563,6.335210641349176,-10.304846468766033
8.450704225352112,8.775721680505129,6.084507042253521,6.093889479657446,-15.642246457208728
7.267605633802817,7.267605633802817,6.422535211267606,6.477893373544834,0.0
8.788732394366196,8.983221813578577,6.253521126760563,6.364451960708529,-11.944177188446332
7.436619718309859,7.467286321478712,6.422535211267606,6.502101654649468,5.194428907734806
7.774647887323944,7.774647887323944,6.422535211267606,6.477893373544834,0.0
7.774647887323944,7.840504904615122,6.591549295774648,6.69688318518049,-7.431407971172507
7.774647887323944,7.781992856262312,6.591549295774648,6.645499690592958,2.489552921999156
7.774647887323944,7.776484779939611,6.253521126760563,6.255804683939745,1.2453642667683475
7.774647887323944,7.791164330106666,6.76056338028169,6.929577464788732,3.7313969991604465
8.112676056338028,8.254049879712527,6.422535211267606,6.686210854598022,-10.619655276155134
7.943661971830986,7.950850807665854,6.76056338028169,6.929577464788732,2.436648246810131
7.774647887323944,7.776484779939611,6.591549295774648,6.66909960234891,1.2453642667683475
7.943661971830986,8.008129176663978,6.76056338028169,6.813175561942436,7.275004957889255
7.943661971830986,7.98848606068494,6.591549295774648,6.593715786973913,6.0724564072077
7.943661971830986,7.98848606068494,6.76056338028169,7.011538652177422,6.0724564072077
7.774647887323944,7.781992856262312,6.76056338028169,6.779550801171238,2.489552921999156
7.774647887323944,7.781992856262312,6.929577464788732,6.948103027975594,2.489552921999156
8.450704225352112,8.586514340876983,6.76056338028169,6.794282110053559,-10.203973721731684
7.774647887323944,7.820440767048523,7.098591549295774,7.170660316257947,-6.203447901691836
8.450704225352112,8.477703349172588,7.098591549295774,7.100603336653522,4.573921259900861
8.28169014084507,8.288585804105393,7.267605633802817,7.285271683014864,-2.33730585912382
8.450704225352112,8.558189679665688,6.929577464788732,7.1746429104646054,9.090276920822323
8.112676056338028,8.175810674330924,7.436619718309859,7.530141772375931,-7.125016348901798
8.619718309859154,8.621375151452519,7.098591549295774,7.116677162172608,1.123302714075429
8.28169014084507,8.324694325199832,7.436619718309859,7.505443372791387,-5.826342029555775
8.450704225352112,8.452394197216892,,,1.1457628381751033
9.126760563380282,9.25265286298884,,,9.462322208025617
8.28169014084507,8.288585804105393,,,-2.33730585912382
8.112676056338028,8.112676056338028,,,0.0
8.112676056338028,8.286862426229586,,,-11.768288932020644
8.619718309859154,8.725121914911757,,,-8.914926957147866
9.633802816901408,9.687028651880855,,,-6.009005957494525
8.450704225352112,8.452394197216892,,,1.1457628381751033
9.126760563380282,9.151765433699753,,,-4.23639479905884
8.619718309859154,8.621375151452519,,,1.123302714075429
9.126760563380282,9.182925773885831,,,-6.34019174590991
