l_abs_values_converted,l_euclidean_values_converted,w_abs_values_converted,w_euclidean_values_converted,theta_values
73.6969696969697,73.6969696969697,65.93939393939394,74.60997454224037,0.0
73.6969696969697,73.72248362181125,58.18181818181819,58.984363930164555,1.507435758774968
85.33333333333334,87.95958667984344,67.87878787878788,84.55846538314333,14.036243467926479
71.75757575757576,71.78377899955102,71.75757575757576,88.83186416949361,1.5481576989779677
81.45454545454545,86.4934908934895,73.6969696969697,87.16491657403823,19.65382405805331
73.6969696969697,74.93693706225127,83.39393939393939,84.2018650999948,10.43747535111818
81.45454545454545,82.91901411464514,69.81818181818181,78.94548339218471,-10.7842978675626
96.96969696969697,97.27950509757636,85.33333333333334,101.14641307465929,4.573921259900861
73.6969696969697,75.73575443303422,89.21212121212122,122.12023460019329,13.324531261890785
91.15151515151516,91.48102915933677,69.81818181818181,92.13652185382558,4.864514437760526
73.6969696969697,73.9262780219963,93.0909090909091,117.53751330522577,4.513988458001263
77.57575757575758,77.59999621330446,108.60606060606061,152.22698242474982,1.4320961841646465
98.9090909090909,102.5680897720425,89.21212121212122,90.23914762962883,15.35013649242442
79.51515151515152,82.3272156190686,128.0,128.71791325901668,15.018360631150669
71.75757575757576,73.03047906429181,83.39393939393939,91.17214466748632,10.713123022791036
93.0909090909091,94.07560017947077,108.60606060606061,108.67530260264262,8.297144969836873
77.57575757575758,77.67266674230609,145.45454545454547,152.1404792820766,-2.8624052261117474
96.96969696969697,100.19367837548211,,,-14.574216198038739
102.7878787878788,106.82522650314016,,,15.802513953935529
100.84848484848484,104.96045868788215,,,16.090816348852172
96.96969696969697,98.8900754151328,,,11.309932474020213
89.21212121212122,89.73758294310225,,,-6.203447901691836
120.24242424242425,123.26980718212425,,,-12.724355685422369
114.42424242424242,118.06433943446825,,,14.2645122980799
141.5757575757576,142.4233655679004,,,-6.254032743916468
128.0,135.54962428126294,,,-19.21267181718563
120.24242424242425,120.49240876225215,,,3.6913859864512757
141.5757575757576,146.29253558804254,,,-14.588918732874635
162.9090909090909,162.9206345116499,,,0.682060393172652
155.15151515151516,169.35029523949558,,,-23.629377730656817
131.87878787878788,132.00706773520784,,,2.526116911619555
129.93939393939394,140.09352772544543,,,-21.94869908352698
129.93939393939394,130.3007187955652,,,4.267893300290812
188.12121212121212,188.48075606976903,,,3.5395591685499537
234.66666666666669,244.28666416392429,,,-16.132840530485385
211.3939393939394,227.9674875728254,,,21.982438203118637
